[    5692ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:5173/node_modules/.vite/deps/chunk-55RYL2JU.js?v=b55d6e97:20102
[    6192ms] [LOG] %c[Vercel Web Analytics]%c Debug mode is enabled by default in development. No requests will be sent to the server. color: rgb(120, 120, 120) color: inherit @ https://va.vercel-scripts.com/v1/script.debug.js:0
[    6193ms] [LOG] %c[Vercel Web Analytics]%c [view] http://localhost:5173/templates color: rgb(120, 120, 120) color: inherit {o: http://localhost:5173/templates, sv: 0.1.3, sdkn: @vercel/analytics/react, sdkv: 2.0.1, ts: 1787763582973} /_vercel/insights/view @ https://va.vercel-scripts.com/v1/script.debug.js:0
[    6196ms] [LOG] %c[Vercel Speed Insights]%c Debug mode is enabled by default in development. No requests will be sent to the server. color: rgb(120, 120, 120) color: inherit @ https://va.vercel-scripts.com/v1/speed-insights/script.debug.js:0
[    7411ms] [ERROR] Failed to load resource: the server responded with a status of 404 () @ https://bzxohkrxcwodllketcpz.supabase.co/rest/v1/app_config?select=key%2Cvalue:0
[  570228ms] [LOG] [vite] server connection lost. Polling for restart... @ http://localhost:5173/@vite/client:963
[  570273ms] [ERROR] WebSocket connection to 'ws://localhost:5173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:5173/@vite/client:1034
[  571279ms] [ERROR] WebSocket connection to 'ws://localhost:5173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:5173/@vite/client:1034
[  572283ms] [ERROR] WebSocket connection to 'ws://localhost:5173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:5173/@vite/client:1034
[  573296ms] [ERROR] WebSocket connection to 'ws://localhost:5173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:5173/@vite/client:1034
[  574304ms] [ERROR] WebSocket connection to 'ws://localhost:5173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:5173/@vite/client:1034
[  575311ms] [ERROR] WebSocket connection to 'ws://localhost:5173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:5173/@vite/client:1034
